 id  ,         app         ,                                                   name                                                    ,            applied            
 599 , great_international , 0122_merge_20210921_1449                                                                                  , 2021-09-23 12:37:44.291312+00
 600 , great_international , 0123_add_expandable_trigger_help_text                                                                     , 2021-09-23 12:38:10.280468+00
 601 , great_international , 0124_increase_length_of_region_case_study_text                                                            , 2021-09-24 08:57:29.570197+00
 602 , great_international , 0125_adding_map_coordinates_for_opportunity_page                                                          , 2021-10-01 14:09:52.965977+00
 603 , great_international , 0126_increase_char_limit_for_investmenttype                                                               , 2021-10-01 14:09:53.025299+00
 604 , great_international , 0127_auto_20211001_1302                                                                                   , 2021-10-01 14:10:06.549686+00
 605 , great_international , 0128_auto_20211004_1043                                                                                   , 2021-10-04 12:51:31.884701+00
 606 , great_international , 0129_auto_20211004_1416                                                                                   , 2021-10-04 17:25:20.076859+00
 607 , great_international , 0130_auto_20211005_1005                                                                                   , 2021-10-05 12:13:42.694729+00
 608 , core                , 0030_greatmedia                                                                                           , 2021-10-14 10:01:24.83814+00
 609 , great_international , 0131_auto_20211005_1455                                                                                   , 2021-10-14 10:01:38.621589+00
 610 , great_international , 0132_auto_20211011_0812                                                                                   , 2021-10-14 10:01:52.127199+00
 611 , great_international , 0133_aboutukregionlistingpage_hero_video                                                                  , 2021-10-14 10:01:53.817185+00
 612 , great_international , 0134_auto_20211011_1616                                                                                   , 2021-10-14 10:02:07.517604+00
 613 , great_international , 0135_auto_20211011_1629                                                                                   , 2021-10-14 10:02:21.220969+00
 614 , great_international , 0136_auto_20211012_0858                                                                                   , 2021-10-14 10:02:35.661854+00
 615 , great_international , 0137_auto_20211012_0911                                                                                   , 2021-10-14 10:02:48.967669+00
 616 , great_international , 0138_auto_20211012_1158                                                                                   , 2021-10-14 10:03:03.033021+00
 617 , great_international , 0139_auto_20211013_1536                                                                                   , 2021-10-14 10:03:29.028062+00
 618 , export_readiness    , 0076_delete_performancedashboardpage                                                                      , 2021-12-09 08:43:58.066127+00
 619 , export_readiness    , 0077_delete_getfinancepage                                                                                , 2021-12-09 08:43:58.108112+00
 620 , export_readiness    , 0078_delete_sellingonlineoverseashomepage                                                                 , 2021-12-09 08:43:58.13257+00
 621 , export_readiness    , 0079_delete_countryguidepage                                                                              , 2021-12-09 08:43:58.220398+00
 622 , export_readiness    , 0080_delete_marketingarticlepage                                                                          , 2021-12-09 08:43:58.256916+00
 623 , export_readiness    , 0081_auto_20211124_1053                                                                                   , 2021-12-09 08:44:48.152146+00
 624 , great_international , 0140_delete_internationalcuratedtopiclandingpage                                                          , 2021-12-09 08:44:48.294481+00
 625 , great_international , 0141_delete_aboutditlandingpage                                                                           , 2022-01-12 15:57:41.381762+00
 626 , great_international , 0142_auto_20211208_1532                                                                                   , 2022-01-12 15:58:29.234643+00
 627 , great_international , 0143_delete_capitalinvestopportunitylistingpage                                                           , 2022-01-12 15:58:29.268067+00
 628 , great_international , 0144_delete_capitalinvestregionpage                                                                       , 2022-01-12 15:58:29.416552+00
 629 , great_international , 0145_delete_aboutuklandingpage                                                                            , 2022-01-12 15:58:29.525142+00
 630 , great_international , 0146_auto_20211213_1801                                                                                   , 2022-01-12 16:00:38.229903+00
 631 , great_international , 0147_auto_20211214_1025                                                                                   , 2022-01-12 16:01:52.983727+00
 632 , great_international , 0148_delete_internationalguidelandingpage                                                                 , 2022-01-12 16:01:53.065992+00
 633 , great_international , 0149_delete_investhighpotentialopportunitydetailpage                                                      , 2022-01-12 16:01:53.512922+00
 634 , great_international , 0150_delete_investhighpotentialopportunitiespage                                                          , 2022-01-12 16:01:53.569595+00
 635 , great_international , 0151_auto_20211214_1132                                                                                   , 2022-01-12 16:02:21.439492+00
 636 , great_international , 0152_delete_investinternationalhomepage                                                                   , 2022-01-12 16:02:21.705949+00
 637 , great_international , 0141_auto_20220110_1537                                                                                   , 2022-01-12 16:02:58.931336+00
 638 , great_international , 0142_auto_20220110_1555                                                                                   , 2022-01-12 16:03:08.830221+00
 639 , great_international , 0153_merge_20220110_1602                                                                                  , 2022-01-12 16:03:08.84682+00
 640 , great_international , 0154_auto_20220111_0919                                                                                   , 2022-01-12 16:39:59.97903+00
 644 , great_international , 0155_auto_20220719_1025                                                                                   , 2022-07-20 13:05:33.870659+00
 645 , great_international , 0156_remove_international_eu_exit_form                                                                    , 2022-09-13 09:17:49.629589+00
 646 , great_international , 0157_add_intro_video_to_investment_opportunity                                                            , 2022-11-16 12:28:40.852438+00
 647 , great_international , 0158_add_get_related_opportunities_by_field                                                               , 2022-12-13 09:58:44.750536+00
 669 , great_international , 0159_added_hero_video_and_image_to_International_article_page                                             , 2023-03-01 16:07:56.195431+00
 670 , great_international , 0160_auto_20230505_1933                                                                                   , 2023-05-10 08:09:16.464293+00
 691 , core                , 0031_region_tag_industrytag_country                                                                       , 2023-06-14 15:54:36.861322+00
 692 , core                , 0032_auto_20230614_0954                                                                                   , 2023-06-14 15:54:36.908096+00
 693 , great_international , 0161_alter_internationalarticlelistingpage_tags_and_more                                                  , 2023-06-15 13:10:20.359032+00
 694 , export_readiness    , 0082_remove_country_region_remove_industrytag_icon_and_more                                               , 2023-06-15 13:10:20.64208+00
(333 rows)

